"Protein.Id","Protein.Name","Gene","Entrez_ID","Ensembl_ID","Pathway_ID","Pathway_Name","Enrichment_Score"
"P97425","ECP2_MOUSE","Ear2",13587,"ENSMUSG00000072596",NA,NA,NA
"Q61166","MARE1_MOUSE","Mapre1",13589,"ENSMUSG00000027479",NA,NA,NA
"Q64280","LFTY1_MOUSE","Lefty1",13590,"ENSMUSG00000038793","mmu04350","TGF-beta signaling pathway",0.0146695715323166
"Q64280","LFTY1_MOUSE","Lefty1",13590,"ENSMUSG00000038793","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.0178649237472767
"Q07802","COE1_MOUSE","Ebf1",13591,"ENSMUSG00000057098",NA,NA,NA
"O08792","COE2_MOUSE","Ebf2",13592,"ENSMUSG00000022053",NA,NA,NA
"O08791","COE3_MOUSE","Ebf3",13593,"ENSMUSG00000010476",NA,NA,NA
"P70245","EBP_MOUSE","Ebp",13595,"ENSMUSG00000031168","mmu00100","Steroid biosynthesis",0.00290486564996369
"Q9JMI0","ECEL1_MOUSE","Ecel1",13599,"ENSMUSG00000026247",NA,NA,NA
"Q61508","ECM1_MOUSE","Ecm1",13601,"ENSMUSG00000028108",NA,NA,NA
"P70663","SPRL1_MOUSE","Sparcl1",13602,"ENSMUSG00000029309",NA,NA,NA
"Q9WUK7","OPN3_MOUSE","Opn3",13603,"ENSMUSG00000026525",NA,NA,NA
"Q07139","ECT2_MOUSE","Ect2",13605,"ENSMUSG00000027699",NA,NA,NA
"O54693","EDA_MOUSE","Eda",13607,"ENSMUSG00000059327","mmu04064","NF-kappa B signaling pathway",0.0139433551198257
"O54693","EDA_MOUSE","Eda",13607,"ENSMUSG00000059327","mmu04060","Cytokine-cytokine receptor interaction",0.0380537400145243
"Q9R187","EDAR_MOUSE","Edar",13608,"ENSMUSG00000003227","mmu04060","Cytokine-cytokine receptor interaction",0.0380537400145243
"Q9R187","EDAR_MOUSE","Edar",13608,"ENSMUSG00000003227","mmu04064","NF-kappa B signaling pathway",0.0139433551198257
"O08530","S1PR1_MOUSE","S1pr1",13609,"ENSMUSG00000045092","mmu04068","FoxO signaling pathway",0.0172839506172839
"O08530","S1PR1_MOUSE","S1pr1",13609,"ENSMUSG00000045092","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"O08530","S1PR1_MOUSE","S1pr1",13609,"ENSMUSG00000045092","mmu04148","Efferocytosis",0.0207697893972404
"O08530","S1PR1_MOUSE","S1pr1",13609,"ENSMUSG00000045092","mmu04071","Sphingolipid signaling pathway",0.0159767610748003
"Q9Z0U9","S1PR3_MOUSE","S1pr3",13610,"ENSMUSG00000067586","mmu04071","Sphingolipid signaling pathway",0.0159767610748003
"Q9Z0U9","S1PR3_MOUSE","S1pr3",13610,"ENSMUSG00000067586","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"Q9Z0L1","S1PR4_MOUSE","S1pr4",13611,"ENSMUSG00000044199","mmu04071","Sphingolipid signaling pathway",0.0159767610748003
"Q9Z0L1","S1PR4_MOUSE","S1pr4",13611,"ENSMUSG00000044199","mmu04068","FoxO signaling pathway",0.0172839506172839
"Q9Z0L1","S1PR4_MOUSE","S1pr4",13611,"ENSMUSG00000044199","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"O35474","EDIL3_MOUSE","Edil3",13612,"ENSMUSG00000034488",NA,NA,NA
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04916","Melanogenesis",0.0129266521423384
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu05418","Fluid shear stress and atherosclerosis",0.0197530864197531
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04668","TNF signaling pathway",0.0158315177923021
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04024","cAMP signaling pathway",0.0286129266521423
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04933","AGE-RAGE signaling pathway in diabetic complications",0.0129266521423384
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu04926","Relaxin signaling pathway",0.0164124909222948
"P22387","EDN1_MOUSE","Edn1",13614,"ENSMUSG00000021367","mmu05410","Hypertrophic cardiomyopathy",0.0127814088598402
"P22389","EDN2_MOUSE","Edn2",13615,"ENSMUSG00000028635","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"P22389","EDN2_MOUSE","Edn2",13615,"ENSMUSG00000028635","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P22389","EDN2_MOUSE","Edn2",13615,"ENSMUSG00000028635","mmu04024","cAMP signaling pathway",0.0286129266521423
"P48299","EDN3_MOUSE","Edn3",13616,"ENSMUSG00000027524","mmu04024","cAMP signaling pathway",0.0286129266521423
"P48299","EDN3_MOUSE","Edn3",13616,"ENSMUSG00000027524","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P48299","EDN3_MOUSE","Edn3",13616,"ENSMUSG00000027524","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"Q61614","EDNRA_MOUSE","Ednra",13617,"ENSMUSG00000031616","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"Q61614","EDNRA_MOUSE","Ednra",13617,"ENSMUSG00000031616","mmu04024","cAMP signaling pathway",0.0286129266521423
"Q61614","EDNRA_MOUSE","Ednra",13617,"ENSMUSG00000031616","mmu04270","Vascular smooth muscle contraction",0.016557734204793
"Q61614","EDNRA_MOUSE","Ednra",13617,"ENSMUSG00000031616","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q61614","EDNRA_MOUSE","Ednra",13617,"ENSMUSG00000031616","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P48302","EDNRB_MOUSE","Ednrb",13618,"ENSMUSG00000022122","mmu04080","Neuroactive ligand-receptor interaction",0.0496732026143791
"P48302","EDNRB_MOUSE","Ednrb",13618,"ENSMUSG00000022122","mmu04926","Relaxin signaling pathway",0.0164124909222948
"P48302","EDNRB_MOUSE","Ednrb",13618,"ENSMUSG00000022122","mmu04020","Calcium signaling pathway",0.0320987654320988
"P48302","EDNRB_MOUSE","Ednrb",13618,"ENSMUSG00000022122","mmu04916","Melanogenesis",0.0129266521423384
"P48302","EDNRB_MOUSE","Ednrb",13618,"ENSMUSG00000022122","mmu04022","cGMP-PKG signaling pathway",0.020479302832244
"Q64028","PHC1_MOUSE","Phc1",13619,"ENSMUSG00000040669","mmu03083","Polycomb repressive complex",0.0104575163398693
"Q921E6","EED_MOUSE","Eed",13626,"ENSMUSG00000030619","mmu03083","Polycomb repressive complex",0.0104575163398693
"P10126","EF1A1_MOUSE","Eef1a1",13627,"ENSMUSG00000037742","mmu05134","Legionellosis",0.00784313725490196
"P62631","EF1A2_MOUSE","Eef1a2",13628,"ENSMUSG00000016349","mmu05134","Legionellosis",0.00784313725490196
"P58252","EF2_MOUSE","Eef2",13629,"ENSMUSG00000034994","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P58252","EF2_MOUSE","Eef2",13629,"ENSMUSG00000034994","mmu04152","AMPK signaling pathway",0.0159767610748003
"O08796","EF2K_MOUSE","Eef2k",13631,"ENSMUSG00000035064","mmu04152","AMPK signaling pathway",0.0159767610748003
"O08796","EF2K_MOUSE","Eef2k",13631,"ENSMUSG00000035064","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P52793","EFNA1_MOUSE","Efna1",13636,"ENSMUSG00000027954","mmu04010","MAPK signaling pathway",0.0374727668845316
"P52793","EFNA1_MOUSE","Efna1",13636,"ENSMUSG00000027954","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P52793","EFNA1_MOUSE","Efna1",13636,"ENSMUSG00000027954","mmu04360","Axon guidance",0.0233841684822077
"P52793","EFNA1_MOUSE","Efna1",13636,"ENSMUSG00000027954","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P52793","EFNA1_MOUSE","Efna1",13636,"ENSMUSG00000027954","mmu04014","Ras signaling pathway",0.0293391430646333
"P52801","EFNA2_MOUSE","Efna2",13637,"ENSMUSG00000003070","mmu04360","Axon guidance",0.0233841684822077
"P52801","EFNA2_MOUSE","Efna2",13637,"ENSMUSG00000003070","mmu04010","MAPK signaling pathway",0.0374727668845316
"P52801","EFNA2_MOUSE","Efna2",13637,"ENSMUSG00000003070","mmu04014","Ras signaling pathway",0.0293391430646333
"P52801","EFNA2_MOUSE","Efna2",13637,"ENSMUSG00000003070","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P52801","EFNA2_MOUSE","Efna2",13637,"ENSMUSG00000003070","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"O08545","EFNA3_MOUSE","Efna3",13638,"ENSMUSG00000028039","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"O08545","EFNA3_MOUSE","Efna3",13638,"ENSMUSG00000028039","mmu04010","MAPK signaling pathway",0.0374727668845316
"O08545","EFNA3_MOUSE","Efna3",13638,"ENSMUSG00000028039","mmu04015","Rap1 signaling pathway",0.0273057371096587
"O08545","EFNA3_MOUSE","Efna3",13638,"ENSMUSG00000028039","mmu04014","Ras signaling pathway",0.0293391430646333
"O08545","EFNA3_MOUSE","Efna3",13638,"ENSMUSG00000028039","mmu04360","Axon guidance",0.0233841684822077
"O08542","EFNA4_MOUSE","Efna4",13639,"ENSMUSG00000028040","mmu04015","Rap1 signaling pathway",0.0273057371096587
"O08542","EFNA4_MOUSE","Efna4",13639,"ENSMUSG00000028040","mmu04010","MAPK signaling pathway",0.0374727668845316
"O08542","EFNA4_MOUSE","Efna4",13639,"ENSMUSG00000028040","mmu04360","Axon guidance",0.0233841684822077
"O08542","EFNA4_MOUSE","Efna4",13639,"ENSMUSG00000028040","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"O08542","EFNA4_MOUSE","Efna4",13639,"ENSMUSG00000028040","mmu04014","Ras signaling pathway",0.0293391430646333
"O08543","EFNA5_MOUSE","Efna5",13640,"ENSMUSG00000048915","mmu04360","Axon guidance",0.0233841684822077
"O08543","EFNA5_MOUSE","Efna5",13640,"ENSMUSG00000048915","mmu04010","MAPK signaling pathway",0.0374727668845316
"O08543","EFNA5_MOUSE","Efna5",13640,"ENSMUSG00000048915","mmu04015","Rap1 signaling pathway",0.0273057371096587
"O08543","EFNA5_MOUSE","Efna5",13640,"ENSMUSG00000048915","mmu04014","Ras signaling pathway",0.0293391430646333
"O08543","EFNA5_MOUSE","Efna5",13640,"ENSMUSG00000048915","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P52795","EFNB1_MOUSE","Efnb1",13641,"ENSMUSG00000031217","mmu04360","Axon guidance",0.0233841684822077
"P52800","EFNB2_MOUSE","Efnb2",13642,"ENSMUSG00000001300","mmu04360","Axon guidance",0.0233841684822077
"O35393","EFNB3_MOUSE","Efnb3",13643,"ENSMUSG00000003934","mmu04360","Axon guidance",0.0233841684822077
"Q64355","EFS_MOUSE","Efs",13644,"ENSMUSG00000022203",NA,NA,NA
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05224","Breast cancer",0.0196078431372549
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04010","MAPK signaling pathway",0.0374727668845316
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04510","Focal adhesion",0.0248366013071895
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05214","Glioma",0.00987654320987654
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05223","Non-small cell lung cancer",0.00958605664488017
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0111837327523602
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04015","Rap1 signaling pathway",0.0273057371096587
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05218","Melanoma",0.00944081336238199
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05226","Gastric cancer",0.0197530864197531
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05213","Endometrial cancer",0.00755265068990559
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04540","Gap junction",0.011038489469862
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04014","Ras signaling pathway",0.0293391430646333
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04012","ErbB signaling pathway",0.0113289760348584
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04068","FoxO signaling pathway",0.0172839506172839
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04810","Regulation of actin cytoskeleton",0.0294843863471314
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05210","Colorectal cancer",0.0114742193173566
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.0300653594771242
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05165","Human papillomavirus infection",0.0403776325344953
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05219","Bladder cancer",0.00522875816993464
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05215","Prostate cancer",0.012636165577342
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05231","Choline metabolism in cancer",0.0130718954248366
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu04020","Calcium signaling pathway",0.0320987654320988
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05212","Pancreatic cancer",0.00987654320987654
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu05160","Hepatitis C",0.0201888162672476
"P01132","EGF_MOUSE","Egf",13645,"ENSMUSG00000028017","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"P15948","K1B22_MOUSE","Klk1b22",13646,"ENSMUSG00000060177","mmu04614","Renin-angiotensin system",0.00493827160493827
"P15948","K1B22_MOUSE","Klk1b22",13646,"ENSMUSG00000060177","mmu04961","Endocrine and other factor-regulated calcium reabsorption",0.00784313725490196
"P15949","K1KB9_MOUSE","Klk1b9",13648,"ENSMUSG00000059042","mmu04614","Renin-angiotensin system",0.00493827160493827
"P15949","K1KB9_MOUSE","Klk1b9",13648,"ENSMUSG00000059042","mmu04961","Endocrine and other factor-regulated calcium reabsorption",0.00784313725490196
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05218","Melanoma",0.00944081336238199
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04912","GnRH signaling pathway",0.0111837327523602
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04012","ErbB signaling pathway",0.0113289760348584
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05230","Central carbon metabolism in cancer",0.00885984023238925
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05205","Proteoglycans in cancer",0.0265795206971678
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04510","Focal adhesion",0.0248366013071895
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04928","Parathyroid hormone synthesis, secretion and action",0.0142338416848221
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05225","Hepatocellular carcinoma",0.0222222222222222
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05215","Prostate cancer",0.012636165577342
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.0300653594771242
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04810","Regulation of actin cytoskeleton",0.0294843863471314
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu03272","Virion - Hepatitis viruses",0.00639070442992012
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05212","Pancreatic cancer",0.00987654320987654
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0111837327523602
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04072","Phospholipase D signaling pathway",0.0193173565722585
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04014","Ras signaling pathway",0.0293391430646333
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05165","Human papillomavirus infection",0.0403776325344953
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04068","FoxO signaling pathway",0.0172839506172839
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04934","Cushing syndrome",0.0206245461147422
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05160","Hepatitis C",0.0201888162672476
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05213","Endometrial cancer",0.00755265068990559
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04926","Relaxin signaling pathway",0.0164124909222948
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05231","Choline metabolism in cancer",0.0130718954248366
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04915","Estrogen signaling pathway",0.0172839506172839
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04520","Adherens junction",0.0119099491648511
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu01522","Endocrine resistance",0.0124909222948439
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05226","Gastric cancer",0.0197530864197531
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05223","Non-small cell lung cancer",0.00958605664488017
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05214","Glioma",0.00987654320987654
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05224","Breast cancer",0.0196078431372549
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04540","Gap junction",0.011038489469862
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04144","Endocytosis",0.0318082788671024
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05210","Colorectal cancer",0.0114742193173566
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"Q01279","EGFR_MOUSE","Egfr",13649,"ENSMUSG00000020122","mmu05219","Bladder cancer",0.00522875816993464
"Q6PIX5","RHDF1_MOUSE","Rhbdf1",13650,"ENSMUSG00000020282","mmu04668","TNF signaling pathway",0.0158315177923021
"P08046","EGR1_MOUSE","Egr1",13653,"ENSMUSG00000038418","mmu05020","Prion disease",0.0361655773420479
"P08046","EGR1_MOUSE","Egr1",13653,"ENSMUSG00000038418","mmu04912","GnRH signaling pathway",0.0111837327523602
"P08046","EGR1_MOUSE","Egr1",13653,"ENSMUSG00000038418","mmu04928","Parathyroid hormone synthesis, secretion and action",0.0142338416848221
"P08046","EGR1_MOUSE","Egr1",13653,"ENSMUSG00000038418","mmu04371","Apelin signaling pathway",0.0175744371822803
"P08046","EGR1_MOUSE","Egr1",13653,"ENSMUSG00000038418","mmu04933","AGE-RAGE signaling pathway in diabetic complications",0.0129266521423384
"P08152","EGR2_MOUSE","Egr2",13654,"ENSMUSG00000037868","mmu05203","Viral carcinogenesis",0.0262890341321714
"P08152","EGR2_MOUSE","Egr2",13654,"ENSMUSG00000037868","mmu04625","C-type lectin receptor signaling pathway",0.0135076252723312
"P08152","EGR2_MOUSE","Egr2",13654,"ENSMUSG00000037868","mmu05161","Hepatitis B",0.0193173565722585
"P43300","EGR3_MOUSE","Egr3",13655,"ENSMUSG00000033730","mmu04625","C-type lectin receptor signaling pathway",0.0135076252723312
"P43300","EGR3_MOUSE","Egr3",13655,"ENSMUSG00000033730","mmu05203","Viral carcinogenesis",0.0262890341321714
"P43300","EGR3_MOUSE","Egr3",13655,"ENSMUSG00000033730","mmu05161","Hepatitis B",0.0193173565722585
"Q9WUF2","EGR4_MOUSE","Egr4",13656,"ENSMUSG00000071341",NA,NA,NA
"Q9WVK4","EHD1_MOUSE","Ehd1",13660,"ENSMUSG00000024772","mmu04144","Endocytosis",0.0318082788671024
"O70273","EHF_MOUSE","Ehf",13661,"ENSMUSG00000012350",NA,NA,NA
"Q61070","EI24_MOUSE","Ei24",13663,"ENSMUSG00000062762","mmu04115","p53 signaling pathway",0.00958605664488017
"Q60872","IF1A_MOUSE","Eif1a",13664,"ENSMUSG00000057561",NA,NA,NA
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu04210","Apoptosis",0.0178649237472767
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05162","Measles",0.0175744371822803
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05020","Prion disease",0.0361655773420479
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05160","Hepatitis C",0.0201888162672476
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05022","Pathways of neurodegeneration - multiple diseases",0.0621641249092229
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05012","Parkinson disease",0.0367465504720407
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu04140","Autophagy - animal",0.0214960058097313
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu04137","Mitophagy - animal",0.0132171387073348
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05010","Alzheimer disease",0.0512708787218591
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu05417","Lipid and atherosclerosis",0.0270152505446623
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu04141","Protein processing in endoplasmic reticulum",0.0219317356572259
"Q6ZWX6","IF2A_MOUSE","Eif2s1",13665,"ENSMUSG00000021116","mmu04932","Non-alcoholic fatty liver disease",0.0209150326797386
"Q61749","EI2BD_MOUSE","Eif2b4",13667,"ENSMUSG00000029145",NA,NA,NA
"P23116","EIF3A_MOUSE","Eif3a",13669,"ENSMUSG00000024991",NA,NA,NA
"Q61655","DD19A_MOUSE","Ddx19a",13680,"ENSMUSG00000015023",NA,NA,NA
"P60843","IF4A1_MOUSE","Eif4a1",13681,"ENSMUSG00000059796",NA,NA,NA
"P10630","IF4A2_MOUSE","Eif4a2",13682,"ENSMUSG00000022884",NA,NA,NA
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu04211","Longevity regulating pathway",0.0108932461873638
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu04910","Insulin signaling pathway",0.0178649237472767
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu04150","mTOR signaling pathway",0.0206245461147422
"P63073","IF4E_MOUSE","Eif4e",13684,"ENSMUSG00000028156","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04150","mTOR signaling pathway",0.0206245461147422
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu05165","Human papillomavirus infection",0.0403776325344953
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04012","ErbB signaling pathway",0.0113289760348584
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04152","AMPK signaling pathway",0.0159767610748003
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04910","Insulin signaling pathway",0.0178649237472767
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu04211","Longevity regulating pathway",0.0108932461873638
